region	tenure	age	marital	address	income	ed	employ	retire	gender	reside	tollfree	equip	callcard	wireless	longmon	tollmon	equipmon	cardmon	wiremon	longten	tollten	equipten	cardten	wireten	multline	voice	pager	internet	callid	callwait	forward	confer	ebill	loglong	logtoll	logequi	logcard	logwire	lninc	custcat	churn
1	52	54	1	5	153.000000	5	10	0.000000	0	2	0	1	0	1	11.050000	0.000000	36.300000	0.000000	30.150000	555.850000	0.000000	1816.650000	0.000000	1525.150000	1	1	0	1	1	0	0	0	1	2.402430		3.591818		3.406185	5.030438	2	1
1	45	66	0	43	144.000000	2	13	0.000000	1	1	0	0	1	0	7.750000	0.000000	0.000000	13.000000	0.000000	338.800000	0.000000	0.000000	565.000000	0.000000	1	0	0	1	0	0	0	0	0	2.047693			2.564949		4.969813	2	0
3	3	25	0	4	22.000000	4	0	0.000000	0	2	0	1	1	0	2.850000	0.000000	28.250000	19.500000	0.000000	7.500000	0.000000	48.000000	30.000000	0.000000	0	1	0	1	0	1	1	1	1	1.047319		3.341093	2.970414		3.091042	4	1
2	37	53	1	16	35.000000	1	16	0.000000	1	4	0	0	0	0	21.300000	0.000000	0.000000	0.000000	0.000000	788.250000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0	1	1	0	0	3.058707					3.555348	3	0
2	28	57	0	33	82.000000	4	22	0.000000	1	1	0	1	0	0	4.050000	0.000000	31.450000	0.000000	0.000000	71.500000	0.000000	858.150000	0.000000	0.000000	1	1	0	1	0	0	1	0	1	1.398717		3.448399			4.406719	2	1
3	40	63	1	9	61.000000	1	22	0.000000	0	2	0	0	1	0	10.900000	0.000000	0.000000	41.000000	0.000000	470.900000	0.000000	0.000000	1635.000000	0.000000	0	0	0	0	0	0	0	0	0	2.388763			3.713572		4.110874	1	0
2	37	33	0	1	102.000000	2	12	0.000000	0	1	0	1	1	1	16.300000	0.000000	33.350000	10.250000	37.900000	646.700000	0.000000	1108.050000	360.000000	1330.600000	1	0	1	1	1	1	0	0	1	2.791165		3.507058	2.327278	3.634951	4.624973	4	0
3	7	27	0	5	31.000000	3	4	0.000000	0	5	1	1	0	1	4.150000	15.000000	46.050000	0.000000	41.850000	30.800000	96.600000	271.750000	0.000000	235.550000	1	1	1	1	1	1	1	0	1	1.423108	2.708050	3.829728		3.734092	3.433987	4	1
1	71	56	0	23	170.000000	1	30	0.000000	1	1	1	0	1	0	14.200000	27.000000	0.000000	30.000000	0.000000	1001.200000	1840.650000	0.000000	2140.000000	0.000000	1	1	1	0	0	1	1	1	0	2.653242	3.295837		3.401197		5.135798	4	0
2	19	46	0	11	26.000000	2	0	0.000000	1	1	0	0	1	0	6.050000	0.000000	0.000000	5.000000	0.000000	121.700000	0.000000	0.000000	90.000000	0.000000	0	0	0	1	0	1	0	1	1	1.800058			1.609438		3.258097	1	0
2	61	40	0	15	85.000000	3	15	0.000000	1	1	1	0	1	0	13.650000	29.250000	0.000000	22.750000	0.000000	831.150000	1823.600000	0.000000	1310.000000	0.000000	1	0	0	0	1	1	1	1	1	2.613740	3.375880		3.124565		4.442651	3	0
3	70	53	1	16	183.000000	2	35	0.000000	1	2	0	0	1	0	32.900000	0.000000	0.000000	15.000000	0.000000	2234.900000	0.000000	0.000000	1085.000000	0.000000	1	0	0	0	0	0	0	0	0	3.493473			2.708050		5.209486	2	0
2	60	55	1	13	67.000000	1	18	0.000000	1	2	0	0	1	0	10.750000	0.000000	0.000000	14.750000	0.000000	697.700000	0.000000	0.000000	925.000000	0.000000	0	0	0	0	0	0	0	0	0	2.374906			2.691243		4.204693	1	0
3	48	45	1	5	42.000000	1	11	0.000000	1	2	0	0	0	0	9.250000	0.000000	0.000000	0.000000	0.000000	435.600000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0	1	0	0	0	2.224624					3.737670	1	0
1	8	63	1	1	31.000000	1	9	0.000000	0	2	1	0	1	0	2.250000	13.750000	0.000000	11.250000	0.000000	16.800000	102.550000	0.000000	80.000000	0.000000	0	0	0	0	1	0	1	1	0	0.810930	2.621039		2.420368		3.433987	3	0
2	58	58	1	10	96.000000	2	17	0.000000	0	4	1	0	0	0	12.500000	23.000000	0.000000	0.000000	0.000000	710.800000	1345.950000	0.000000	0.000000	0.000000	1	0	0	0	1	1	0	1	0	2.525729	3.135494				4.564348	3	0
1	16	24	1	5	24.000000	3	2	0.000000	0	5	0	0	1	0	9.400000	0.000000	0.000000	14.750000	0.000000	124.200000	0.000000	0.000000	215.000000	0.000000	0	0	0	0	1	1	1	0	0	2.240710			2.691243		3.178054	3	0
2	33	33	0	4	53.000000	2	14	0.000000	1	1	0	0	0	0	5.050000	0.000000	0.000000	0.000000	0.000000	145.850000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	1	0	0	0	0	1.619388					3.970292	1	0
2	39	25	0	4	18.000000	1	0	0.000000	1	1	0	0	0	0	6.750000	0.000000	0.000000	0.000000	0.000000	242.700000	0.000000	0.000000	0.000000	0.000000	1	0	0	0	1	1	0	1	0	1.909543					2.890372	3	0
1	62	51	0	10	43.000000	4	19	0.000000	0	2	0	1	1	1	27.150000	0.000000	42.700000	17.000000	41.150000	1632.400000	0.000000	2583.850000	1015.000000	2521.050000	1	0	1	1	1	0	0	0	1	3.301377		3.754199	2.833213	3.717224	3.761200	2	0
1	50	34	0	10	104.000000	3	9	0.000000	0	1	1	1	1	1	27.500000	21.750000	52.100000	20.250000	47.900000	1444.450000	1219.550000	2568.400000	960.000000	2368.400000	1	1	1	1	1	1	1	1	1	3.314186	3.079614	3.953165	3.008155	3.869116	4.644391	4	0
2	48	55	0	31	26.000000	1	1	0.000000	0	1	0	0	0	0	12.150000	0.000000	0.000000	0.000000	0.000000	606.100000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0	0	0	0	0	2.497329					3.258097	1	0
3	31	62	0	5	56.000000	2	26	0.000000	1	1	1	0	1	0	4.300000	22.250000	0.000000	13.750000	0.000000	123.500000	744.450000	0.000000	435.000000	0.000000	0	1	0	0	1	1	1	1	0	1.458615	3.102342		2.621039		4.025352	3	0
2	65	33	1	9	49.000000	2	6	0.000000	0	5	1	0	1	0	42.900000	17.250000	0.000000	17.500000	0.000000	2706.800000	1094.100000	0.000000	1190.000000	0.000000	1	0	0	0	0	0	1	0	0	3.758872	2.847812		2.862201		3.891820	2	0
1	36	58	0	34	80.000000	1	21	0.000000	1	1	0	0	1	0	8.500000	0.000000	0.000000	8.500000	0.000000	298.250000	0.000000	0.000000	260.000000	0.000000	1	0	0	0	0	1	0	0	0	2.140066			2.140066		4.382027	2	0
1	61	46	0	5	318.000000	3	18	0.000000	1	1	1	0	1	0	28.900000	39.250000	0.000000	84.750000	0.000000	1796.700000	2442.750000	0.000000	5115.000000	0.000000	1	1	0	0	1	1	1	1	0	3.363842	3.669951		4.439706		5.762051	3	0
2	48	42	0	21	35.000000	4	5	0.000000	0	1	0	0	0	0	12.900000	0.000000	0.000000	0.000000	0.000000	589.350000	0.000000	0.000000	0.000000	0.000000	1	0	0	0	0	1	1	0	0	2.557227					3.555348	3	0
3	35	45	0	17	29.000000	1	6	0.000000	0	1	0	0	0	0	8.400000	0.000000	0.000000	0.000000	0.000000	300.350000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0	0	1	0	0	2.128232					3.367296	1	0
1	51	28	0	8	43.000000	5	1	0.000000	0	5	1	1	1	1	11.150000	35.000000	77.700000	20.000000	80.350000	623.000000	1920.500000	3925.500000	955.000000	4059.900000	1	1	1	1	1	1	1	1	1	2.411439	3.555348	4.352855	2.995732	4.386392	3.761200	4	0
2	49	51	1	5	80.000000	5	3	0.000000	0	2	0	1	1	1	5.750000	0.000000	51.750000	36.000000	36.700000	285.400000	0.000000	2435.350000	1810.000000	1679.450000	1	1	1	1	1	1	1	1	1	1.749200		3.946424	3.583519	3.602777	4.382027	4	1
1	35	39	1	11	30.000000	3	2	0.000000	1	3	1	0	0	0	6.850000	27.750000	0.000000	0.000000	0.000000	224.850000	929.950000	0.000000	0.000000	0.000000	0	0	1	0	0	0	1	1	0	1.924249	3.323236				3.401197	3	1
1	58	70	0	2	9.000000	3	24	1.000000	1	1	0	1	1	1	23.300000	0.000000	48.350000	29.750000	35.150000	1384.450000	0.000000	2632.400000	1730.000000	1975.700000	1	0	0	1	0	0	0	1	0	3.148453		3.878466	3.392829	3.559625	2.197225	2	0
1	23	35	1	0	23.000000	2	1	0.000000	0	5	0	0	0	0	6.700000	0.000000	0.000000	0.000000	0.000000	153.900000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	1	0	1	1	0	1.902108					3.135494	3	0
2	26	39	1	15	58.000000	4	9	0.000000	1	2	1	0	1	1	8.650000	21.250000	0.000000	6.500000	19.650000	210.600000	567.550000	0.000000	145.000000	493.850000	0	0	0	1	1	0	1	1	0	2.157559	3.056357		1.871802	2.978077	4.060443	3	0
1	38	37	1	1	52.000000	1	20	0.000000	1	4	1	0	1	1	12.200000	41.500000	0.000000	18.750000	54.400000	532.550000	1686.300000	0.000000	705.000000	2051.100000	1	1	1	0	1	1	1	1	0	2.501436	3.725693		2.931194	3.996364	3.951244	4	0
1	35	66	1	44	14.000000	3	12	1.000000	1	2	1	0	0	0	4.700000	31.000000	0.000000	0.000000	0.000000	202.500000	1135.000000	0.000000	0.000000	0.000000	0	0	0	0	1	1	1	1	0	1.547563	3.433987				2.639057	3	0
2	37	50	0	9	110.000000	2	21	0.000000	1	1	1	0	1	0	9.650000	28.500000	0.000000	11.250000	0.000000	364.050000	992.400000	0.000000	375.000000	0.000000	0	0	0	0	1	1	1	1	0	2.266958	3.349904		2.420368		4.700480	3	0
2	48	43	1	1	60.000000	2	12	0.000000	0	2	1	1	1	0	15.500000	19.250000	29.600000	31.500000	0.000000	719.700000	905.150000	1500.750000	1495.000000	0.000000	1	0	0	0	0	1	0	0	0	2.740840	2.957511	3.387774	3.449988		4.094345	2	0
3	13	43	1	1	123.000000	3	21	0.000000	0	5	1	1	1	0	3.850000	23.000000	33.050000	6.750000	0.000000	55.050000	317.500000	439.300000	75.000000	0.000000	0	0	1	1	1	1	1	0	1	1.348073	3.135494	3.498022	1.909543		4.812184	4	0
1	72	63	1	29	15.000000	5	31	1.000000	0	2	0	0	1	0	20.600000	0.000000	0.000000	31.250000	0.000000	1547.450000	0.000000	0.000000	2180.000000	0.000000	1	0	0	0	0	0	1	1	0	3.025291			3.442019		2.708050	3	0
1	30	27	0	4	47.000000	4	2	0.000000	1	2	0	0	1	0	10.750000	0.000000	0.000000	21.250000	0.000000	296.900000	0.000000	0.000000	600.000000	0.000000	1	0	0	1	0	0	0	0	0	2.374906			3.056357		3.850148	2	1
1	24	43	0	14	138.000000	4	11	0.000000	1	1	1	0	1	1	6.650000	20.250000	0.000000	8.000000	24.650000	130.600000	445.600000	0.000000	180.000000	551.150000	1	0	0	1	1	1	0	1	0	1.894617	3.008155		2.079442	3.204777	4.927254	3	0
2	25	51	1	20	359.000000	3	29	0.000000	0	2	1	1	1	1	5.750000	27.500000	39.200000	40.500000	21.400000	163.750000	676.150000	881.450000	975.000000	475.550000	0	1	1	0	1	1	1	1	0	1.749200	3.314186	3.668677	3.701302	3.063391	5.883322	4	0
2	50	52	0	30	214.000000	3	22	0.000000	0	1	1	1	1	1	11.500000	26.250000	40.700000	12.000000	48.300000	610.350000	1287.700000	1943.000000	530.000000	2412.750000	1	1	0	1	1	1	1	1	1	2.442347	3.267666	3.706228	2.484907	3.877432	5.365976	4	0
2	28	40	0	7	64.000000	1	19	0.000000	0	1	1	0	0	0	6.000000	27.500000	0.000000	0.000000	0.000000	167.650000	722.500000	0.000000	0.000000	0.000000	0	0	0	0	1	0	0	1	0	1.791759	3.314186				4.158883	3	0
3	34	51	0	8	50.000000	4	14	0.000000	0	1	0	0	1	0	16.150000	0.000000	0.000000	15.750000	0.000000	531.350000	0.000000	0.000000	480.000000	0.000000	0	1	0	0	0	0	0	0	1	2.781920			2.756840		3.912023	1	0
1	48	32	0	2	88.000000	3	9	0.000000	0	1	1	0	1	1	6.150000	33.750000	0.000000	29.750000	44.750000	307.650000	1603.800000	0.000000	1390.000000	2119.350000	1	1	1	1	1	1	1	1	0	1.816452	3.518980		3.392829	3.801091	4.477337	4	0
2	42	36	1	8	86.000000	2	15	0.000000	1	2	0	1	0	0	9.800000	0.000000	30.600000	0.000000	0.000000	436.450000	0.000000	1222.300000	0.000000	0.000000	1	0	0	0	0	0	0	0	0	2.282382		3.421000			4.454347	2	0
3	67	65	1	30	17.000000	1	29	1.000000	1	2	1	0	1	0	21.700000	26.250000	0.000000	12.000000	0.000000	1384.050000	1721.250000	0.000000	785.000000	0.000000	1	0	0	0	1	0	1	0	0	3.077312	3.267666		2.484907		2.833213	3	0
1	17	41	1	7	25.000000	2	17	0.000000	0	3	0	1	0	0	6.450000	0.000000	29.000000	0.000000	0.000000	114.300000	0.000000	449.950000	0.000000	0.000000	0	0	0	1	1	1	1	0	1	1.864080		3.367296			3.218876	3	0
1	29	38	1	19	46.000000	2	6	0.000000	0	2	0	1	0	0	8.350000	0.000000	22.950000	0.000000	0.000000	248.600000	0.000000	584.900000	0.000000	0.000000	1	0	0	0	0	0	0	0	1	2.122262		3.133318			3.828641	2	0
3	66	61	0	26	361.000000	1	40	0.000000	1	1	0	0	1	0	12.750000	0.000000	0.000000	38.500000	0.000000	782.000000	0.000000	0.000000	2615.000000	0.000000	1	0	0	0	0	0	0	1	0	2.545531			3.650658		5.888878	2	0
2	1	21	0	1	18.000000	3	0	0.000000	1	1	0	1	0	0	2.700000	0.000000	32.700000	0.000000	0.000000	2.700000	0.000000	32.700000	0.000000	0.000000	0	0	0	1	0	0	0	1	1	0.993252		3.487375			2.890372	1	1
1	28	33	1	3	14.000000	4	1	0.000000	0	3	1	1	0	1	4.550000	15.750000	33.000000	0.000000	23.950000	145.950000	504.900000	869.850000	0.000000	618.650000	1	0	1	1	0	1	1	0	1	1.515127	2.756840	3.496508		3.175968	2.639057	4	1
1	15	35	1	5	34.000000	3	8	0.000000	0	2	0	1	0	0	5.150000	0.000000	25.550000	0.000000	0.000000	110.550000	0.000000	350.250000	0.000000	0.000000	1	0	0	1	0	0	0	0	1	1.638997		3.240637			3.526361	2	1
2	12	64	0	13	9.000000	2	6	1.000000	1	1	1	1	1	0	3.800000	30.000000	32.800000	8.500000	0.000000	52.850000	317.750000	376.600000	95.000000	0.000000	0	0	0	1	1	1	1	1	1	1.335001	3.401197	3.490429	2.140066		2.197225	3	0
3	48	49	0	18	39.000000	2	5	0.000000	1	1	1	1	1	1	7.000000	24.500000	42.800000	23.500000	30.750000	399.750000	1229.600000	2099.350000	1140.000000	1394.500000	1	1	1	0	1	1	1	1	0	1.945910	3.198673	3.756538	3.157000	3.425890	3.663562	4	1
2	59	25	1	4	18.000000	3	2	0.000000	0	4	0	1	1	0	20.100000	0.000000	32.550000	22.750000	0.000000	1251.400000	0.000000	1882.650000	1415.000000	0.000000	0	0	0	0	0	0	0	0	0	3.000720		3.482777	3.124565		2.890372	1	0
3	8	26	1	1	25.000000	4	1	0.000000	0	2	0	1	0	0	3.150000	0.000000	20.050000	0.000000	0.000000	29.900000	0.000000	138.400000	0.000000	0.000000	0	0	0	1	0	0	0	0	1	1.147402		2.998229			3.218876	1	1
1	45	52	0	15	46.000000	5	8	0.000000	1	1	0	0	1	0	9.400000	0.000000	0.000000	8.750000	0.000000	402.100000	0.000000	0.000000	395.000000	0.000000	1	0	0	0	0	0	0	0	1	2.240710			2.169054		3.828641	2	1
1	25	39	1	8	94.000000	4	11	0.000000	1	4	0	1	0	0	3.950000	0.000000	30.750000	0.000000	0.000000	95.200000	0.000000	681.200000	0.000000	0.000000	1	0	0	0	0	0	0	0	0	1.373716		3.425890			4.543295	2	1
1	21	44	1	4	26.000000	3	2	0.000000	0	2	1	1	1	1	7.550000	41.000000	42.350000	23.500000	35.750000	160.650000	863.300000	890.750000	485.000000	702.950000	0	1	1	1	1	1	1	1	0	2.021548	3.713572	3.745968	3.157000	3.576550	3.258097	4	0
2	17	68	1	1	335.000000	1	35	0.000000	1	3	1	0	1	1	3.550000	18.750000	0.000000	29.250000	27.900000	70.250000	285.900000	0.000000	525.000000	422.850000	0	1	1	0	1	1	1	1	0	1.266948	2.931194		3.375880	3.328627	5.814131	4	0
2	41	45	0	14	25.000000	3	6	0.000000	0	1	0	1	1	1	7.800000	0.000000	42.400000	14.000000	23.200000	370.800000	0.000000	1675.700000	535.000000	945.300000	0	0	0	1	0	0	1	1	1	2.054124		3.747148	2.639057	3.144152	3.218876	1	1
1	13	45	1	3	99.000000	3	8	0.000000	1	2	0	0	1	0	8.700000	0.000000	0.000000	23.750000	0.000000	103.400000	0.000000	0.000000	240.000000	0.000000	0	1	0	1	1	0	1	0	0	2.163323			3.167583		4.595120	3	1
2	1	26	1	3	30.000000	2	7	0.000000	1	5	0	1	0	0	1.050000	0.000000	15.400000	0.000000	0.000000	1.050000	0.000000	15.400000	0.000000	0.000000	0	0	0	0	0	0	0	0	1	0.048790		2.734368			3.401197	1	1
3	3	31	1	4	35.000000	2	2	0.000000	1	3	1	1	0	1	4.350000	12.750000	34.050000	0.000000	21.500000	11.000000	30.200000	75.300000	0.000000	28.500000	0	1	1	1	1	0	1	0	1	1.470176	2.545531	3.527830		3.068053	3.555348	4	1
1	23	27	1	2	51.000000	5	1	0.000000	1	2	0	1	0	0	3.900000	0.000000	24.150000	0.000000	0.000000	94.950000	0.000000	574.350000	0.000000	0.000000	0	1	0	0	0	0	0	0	0	1.360977		3.184284			3.931826	1	1
3	26	42	0	20	49.000000	3	13	0.000000	0	1	1	1	1	1	3.500000	25.000000	43.650000	24.500000	27.700000	82.300000	638.100000	1054.400000	625.000000	633.400000	1	1	1	1	1	1	1	1	1	1.252763	3.218876	3.776203	3.198673	3.321432	3.891820	4	1
1	37	51	1	15	54.000000	1	15	0.000000	0	3	1	0	1	0	9.550000	16.500000	0.000000	8.250000	0.000000	323.650000	614.150000	0.000000	225.000000	0.000000	1	0	0	0	0	1	0	1	0	2.256541	2.803360		2.110213		3.988984	3	0
3	5	30	0	3	46.000000	4	7	0.000000	0	1	0	1	0	0	4.300000	0.000000	32.100000	0.000000	0.000000	17.550000	0.000000	121.550000	0.000000	0.000000	1	0	0	1	0	0	0	0	1	1.458615		3.468856			3.828641	2	1
1	32	27	1	3	91.000000	4	1	0.000000	1	3	1	1	1	1	5.500000	16.000000	42.650000	3.750000	41.300000	189.050000	543.150000	1247.300000	100.000000	1269.100000	0	1	1	1	1	0	0	1	1	1.704748	2.772589	3.753027	1.321756	3.720862	4.510860	4	1
3	12	22	0	1	23.000000	4	0	0.000000	0	2	0	0	0	0	4.050000	0.000000	0.000000	0.000000	0.000000	33.750000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0	0	1	0	0	1.398717					3.135494	1	0
1	72	54	1	6	345.000000	1	32	0.000000	0	2	0	0	1	0	75.450000	0.000000	0.000000	18.250000	0.000000	5464.600000	0.000000	0.000000	1305.000000	0.000000	1	0	0	0	0	1	0	1	0	4.323470			2.904165		5.843544	3	0
3	3	25	1	2	45.000000	4	0	0.000000	1	2	1	1	0	0	3.000000	15.750000	31.150000	0.000000	0.000000	9.150000	53.050000	87.600000	0.000000	0.000000	0	0	0	1	0	0	0	0	1	1.098612	2.756840	3.438814			3.806662	1	1
1	54	43	0	12	53.000000	2	12	0.000000	0	1	1	0	1	0	14.350000	32.250000	0.000000	16.750000	0.000000	775.900000	1749.400000	0.000000	845.000000	0.000000	1	0	0	0	1	1	1	1	0	2.663750	3.473518		2.818398		3.970292	3	0
2	26	26	0	2	14.000000	2	6	0.000000	1	1	1	1	0	1	7.800000	36.500000	38.700000	0.000000	27.900000	204.250000	884.200000	914.500000	0.000000	764.550000	1	0	1	1	1	0	1	1	1	2.054124	3.597312	3.655840		3.328627	2.639057	4	1
3	14	36	0	13	67.000000	5	4	0.000000	1	1	0	1	0	0	14.050000	0.000000	25.100000	0.000000	0.000000	187.400000	0.000000	303.600000	0.000000	0.000000	0	0	0	1	0	1	0	0	0	2.642622		3.222868			4.204693	1	0
3	22	51	0	27	49.000000	3	1	0.000000	0	1	0	1	1	0	9.000000	0.000000	30.450000	17.500000	0.000000	150.700000	0.000000	649.100000	370.000000	0.000000	0	0	1	0	0	0	1	0	1	2.197225		3.416086	2.862201		3.891820	1	0
3	65	47	1	18	37.000000	1	15	0.000000	1	4	0	0	1	0	19.050000	0.000000	0.000000	14.000000	0.000000	1174.600000	0.000000	0.000000	900.000000	0.000000	0	0	0	0	0	0	0	0	0	2.947067			2.639057		3.610918	1	0
3	26	45	0	18	33.000000	1	9	0.000000	0	1	1	0	1	0	9.600000	24.250000	0.000000	11.250000	0.000000	285.350000	563.500000	0.000000	295.000000	0.000000	0	0	0	0	0	0	0	1	0	2.261763	3.188417		2.420368		3.496508	1	0
1	20	37	0	5	46.000000	3	10	0.000000	1	4	0	1	1	1	4.900000	0.000000	44.600000	6.250000	41.350000	91.550000	0.000000	878.000000	90.000000	815.800000	1	1	1	1	1	0	1	1	1	1.589235		3.797734	1.832581	3.722072	3.828641	4	0
2	67	60	1	32	93.000000	1	21	0.000000	0	4	0	1	1	0	18.850000	0.000000	32.000000	42.750000	0.000000	1200.700000	0.000000	2189.800000	2665.000000	0.000000	1	0	0	0	0	0	0	0	1	2.936513		3.465736	3.755369		4.532599	2	0
1	34	55	0	2	48.000000	2	11	0.000000	0	1	0	0	0	0	4.250000	0.000000	0.000000	0.000000	0.000000	143.350000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0	0	0	0	0	1.446919					3.871201	1	0
1	37	54	1	35	183.000000	2	22	0.000000	0	3	1	0	1	0	7.300000	20.500000	0.000000	7.500000	0.000000	257.600000	769.400000	0.000000	260.000000	0.000000	0	0	0	0	1	1	0	1	0	1.987874	3.020425		2.014903		5.209486	3	0
2	22	23	1	3	16.000000	1	5	0.000000	0	4	0	0	1	0	5.400000	0.000000	0.000000	8.500000	0.000000	120.400000	0.000000	0.000000	205.000000	0.000000	0	0	0	0	0	0	0	0	0	1.686399			2.140066		2.772589	1	0
2	5	69	0	0	11.000000	2	14	1.000000	0	1	1	0	1	0	6.650000	9.750000	0.000000	8.000000	0.000000	35.200000	44.800000	0.000000	30.000000	0.000000	0	0	0	0	0	0	0	0	0	1.894617	2.277267		2.079442		2.397895	1	0
1	28	31	1	0	42.000000	4	5	0.000000	1	3	1	0	0	0	12.250000	23.750000	0.000000	0.000000	0.000000	373.800000	674.500000	0.000000	0.000000	0.000000	1	0	0	0	1	0	0	1	0	2.505526	3.167583				3.737670	3	0
1	20	41	1	7	67.000000	4	14	0.000000	1	4	0	0	0	0	7.250000	0.000000	0.000000	0.000000	0.000000	149.100000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0	0	0	0	0	1.981001					4.204693	1	0
3	72	41	0	20	181.000000	4	12	0.000000	0	1	1	1	1	1	27.300000	23.250000	69.400000	7.750000	52.400000	1963.950000	1645.800000	4980.800000	520.000000	3790.550000	1	1	1	1	1	1	0	1	1	3.306887	3.146305	4.239887	2.047693	3.958907	5.198497	4	0
2	30	43	0	18	53.000000	4	6	0.000000	0	1	0	1	0	0	7.000000	0.000000	26.800000	0.000000	0.000000	232.900000	0.000000	738.900000	0.000000	0.000000	0	0	0	1	0	0	0	1	1	1.945910		3.288402			3.970292	1	0
3	71	52	0	17	172.000000	2	32	0.000000	0	1	1	1	1	1	49.250000	41.500000	50.900000	27.250000	68.100000	3599.300000	3015.600000	3469.150000	1850.000000	4828.200000	1	1	1	1	1	1	1	1	0	3.896909	3.725693	3.929863	3.305054	4.220977	5.147494	4	0
2	56	44	0	24	87.000000	2	19	0.000000	0	1	1	0	1	0	14.750000	42.250000	0.000000	16.250000	0.000000	822.250000	2396.650000	0.000000	830.000000	0.000000	0	0	0	0	1	1	1	1	0	2.691243	3.743604		2.788093		4.465908	3	0
1	8	29	1	2	21.000000	5	0	0.000000	0	2	0	1	0	0	4.150000	0.000000	24.300000	0.000000	0.000000	39.700000	0.000000	167.050000	0.000000	0.000000	0	0	0	0	0	0	0	0	0	1.423108		3.190476			3.044522	1	1
2	32	65	0	6	9.000000	2	30	1.000000	1	1	0	0	0	0	6.250000	0.000000	0.000000	0.000000	0.000000	201.350000	0.000000	0.000000	0.000000	0.000000	1	0	0	1	0	0	0	0	1	1.832581					2.197225	2	0
2	46	47	0	22	144.000000	3	22	0.000000	1	2	1	0	0	0	3.500000	28.250000	0.000000	0.000000	0.000000	179.950000	1284.550000	0.000000	0.000000	0.000000	0	0	0	0	0	1	1	1	0	1.252763	3.341093				4.969813	3	1
3	60	45	1	23	117.000000	4	11	0.000000	0	3	1	1	1	1	12.400000	28.000000	51.700000	19.500000	52.900000	755.700000	1721.250000	3035.750000	1135.000000	3094.650000	1	1	1	1	1	1	1	1	1	2.517696	3.332205	3.945458	2.970414	3.968403	4.762174	4	0
2	42	32	1	0	59.000000	4	4	0.000000	1	6	1	1	1	1	16.700000	38.250000	53.450000	22.750000	72.600000	681.500000	1676.200000	2253.950000	880.000000	2805.750000	1	1	1	1	1	1	1	1	0	2.815409	3.644144	3.978747	3.124565	4.284965	4.077537	4	0
3	71	60	1	39	508.000000	4	35	0.000000	0	4	1	0	1	0	23.550000	48.250000	0.000000	21.000000	0.000000	1665.600000	3474.050000	0.000000	1465.000000	0.000000	1	1	1	0	1	1	1	1	0	3.159126	3.876396		3.044522		6.230481	4	0
2	72	63	1	40	222.000000	2	43	1.000000	1	2	1	0	1	0	81.550000	62.250000	0.000000	15.500000	0.000000	5988.500000	4439.250000	0.000000	1150.000000	0.000000	1	0	1	0	1	1	1	1	0	4.401216	4.131159		2.740840		5.402677	3	0
3	45	66	0	11	87.000000	3	25	1.000000	1	1	0	0	1	0	6.050000	0.000000	0.000000	21.250000	0.000000	306.900000	0.000000	0.000000	880.000000	0.000000	0	0	0	0	1	0	0	0	0	1.800058			3.056357		4.465908	1	0
3	5	31	0	4	34.000000	1	9	0.000000	0	1	1	1	1	1	1.600000	17.250000	31.100000	12.750000	19.850000	6.150000	78.850000	128.950000	60.000000	69.900000	0	1	0	0	1	1	1	1	0	0.470004	2.847812	3.437208	2.545531	2.988204	3.526361	3	1
2	17	38	1	19	18.000000	4	0	0.000000	1	4	0	0	0	0	8.550000	0.000000	0.000000	0.000000	0.000000	162.250000	0.000000	0.000000	0.000000	0.000000	1	0	0	0	0	0	0	0	0	2.145931					2.890372	2	0
2	70	55	0	12	65.000000	3	24	0.000000	0	1	1	0	1	0	26.700000	42.750000	0.000000	20.500000	0.000000	1874.250000	2921.350000	0.000000	1465.000000	0.000000	1	1	0	0	1	1	1	1	0	3.284664	3.755369		3.020425		4.174387	3	0
3	57	57	1	19	130.000000	3	27	0.000000	1	2	0	1	1	0	13.550000	0.000000	30.650000	12.750000	0.000000	849.000000	0.000000	1761.400000	685.000000	0.000000	1	0	0	1	0	0	0	0	1	2.606387		3.422633	2.545531		4.867534	2	0
1	20	33	0	13	44.000000	3	8	0.000000	1	1	0	1	0	0	6.400000	0.000000	29.050000	0.000000	0.000000	124.450000	0.000000	550.750000	0.000000	0.000000	1	0	0	0	0	0	1	1	1	1.856298		3.369018			3.784190	2	0
1	72	52	1	21	63.000000	1	24	0.000000	0	3	1	0	1	0	41.950000	25.750000	0.000000	33.250000	0.000000	3114.750000	1871.950000	0.000000	2305.000000	0.000000	1	0	0	0	1	1	1	1	0	3.736478	3.248435		3.504055		4.143135	3	0
3	32	50	0	28	57.000000	4	20	0.000000	0	1	1	0	1	1	4.600000	38.500000	0.000000	37.750000	23.500000	123.000000	1267.100000	0.000000	1205.000000	707.400000	0	0	0	0	1	1	1	1	0	1.526056	3.650658		3.630985	3.157000	4.043051	3	0
