customer_id	campaign	response	response_date	purchase	purchase_date	product_id	Rowid	age	age_youngest_child	average#balance#feed#index	branch	debt_equity	gender	bad_payment	gold_card	pension_plan	household_debt_to_equity_ratio	income	marital	members_in_household	months_current_account	months_customer	call_center_contacts	loan_accounts	number_products	number_transactions	non_worker_percentage	white_collar_percentage	rfm_score	X_random
122826	2	1	2006-07-27 00:00:00	0		183	2555	35	5	53	"Kingsville"	35	"F"	0	0	0	58	83660.000000	"S"	6	21	"24"	1	0	3	2	14	26	10.181300	3
122853	2	1	2006-07-30 00:00:00	1		183	2802	12	0	507	"Catburg"	12	"F"	0	0	0	58	83660.000000	"S"	6	11	"24"	1	0	1	28	14	26	35.177700	2
122906	2	1	2006-07-08 00:00:00	0		183	1031	46	16	119	"Catburg"	46	"M"	0	0	0	58	83660.000000	"U"	6	7	"12"	1	3	2	1	14	26	12.909000	2
122932	2	1	2006-07-05 00:00:00	1		183	755	49	19	446	"Foxton"	49	"M"	0	0	0	58	83660.000000	"U"	5	37	"48"	1	0	0	20	14	26	27.046101	2
122947	2	1	2006-07-24 00:00:00	1		183	2324	28	1	510	"Catburg"	28	"F"	0	0	0	58	83660.000000	"M"	6	5	"12"	1	0	4	15	14	26	21.904900	2
122947	1	1	2006-05-04 00:00:00	1	2006-05-04 00:00:00		244	28	1	510	"Catburg"	28	"F"	0	0	0	58	83660.000000	"M"	6	5	"12"	1	0	4	15	14	26	21.904900	2
122959	2	1	2006-07-26 00:00:00	1		183	2490	40	0	1102	"Foxton"	40	"M"	0	0	0	58	83660.000000	"S"	6	11	"24"	1	0	5	45	14	26	52.567699	3
122986	1	1	2006-05-04 00:00:00	1	2006-05-04 00:00:00		245	32	0	164	"Kingsville"	32	"M"	0	0	0	58	83660.000000	"S"	6	29	"36"	1	0	1	1	14	26	9.192330	1
123126	2	1	2006-07-20 00:00:00	0		183	1999	48	17	79	"Foxton"	48	"M"	0	0	0	58	83660.000000	"S"	6	38	"48"	1	2	4	2	14	26	11.812300	1
123211	2	1	2006-07-04 00:00:00	1		183	697	43	14	181	"Ravensville"	43	"F"	0	0	0	58	83660.000000	"S"	6	17	"24"	1	2	5	20	14	26	28.180300	1
123313	2	1	2006-07-20 00:00:00	0		421	2004	50	19	55	"Ravensville"	50	"F"	0	0	0	54	83783.000000	"S"	3	11	"24"	2	1	2	1	6	38	12.115700	2
123514	1	1	2006-05-29 00:00:00	1	2006-05-29 00:00:00		456	31	0	510	"Catburg"	31	"F"	0	0	0	54	83783.000000	"S"	4	25	"36"	2	2	1	28	6	38	34.709099	1
123555	2	1	2006-07-23 00:00:00	0		421	2230	44	16	140	"Kingsville"	44	"F"	0	0	0	54	83783.000000	"S"	4	7	"12"	2	0	3	2	6	38	12.491600	2
123562	2	1	2006-07-25 00:00:00	1		183	2397	31	0	515	"Ravensville"	31	"F"	0	0	0	54	83783.000000	"S"	4	16	"24"	2	4	5	26	6	38	32.643398	2
123647	2	1	2006-07-13 00:00:00	0		421	1421	37	11	150	"Kingsville"	37	"F"	0	0	0	54	83783.000000	"U"	4	38	"48"	2	3	2	1	6	38	11.450000	3
123649	2	1	2006-07-30 00:00:00	1		421	2787	15	0	206	"Queensbury"	15	"M"	0	0	0	54	83783.000000	"S"	4	5	"12"	2	0	3	2	6	38	9.839320	1
123658	2	1	2006-07-21 00:00:00	0		421	2064	38	7	3	"Queensbury"	38	"F"	0	0	0	54	83783.000000	"S"	4	37	"48"	2	0	4	1	6	38	9.035320	3
123691	2	1	2006-07-08 00:00:00	1		421	1030	21	0	299	"Foxton"	21	"M"	0	0	0	54	83783.000000	"S"	4	35	"48"	2	0	2	1	6	38	9.832330	2
123698	2	1	2006-07-22 00:00:00	1		183	2167	33	0	555	"Princeton"	33	"M"	0	0	0	54	83783.000000	"S"	4	15	"24"	2	0	5	24	6	38	31.279900	2
123778	2	1	2006-07-13 00:00:00	1		421	1418	34	7	27	"Princeton"	34	"M"	0	0	0	54	83783.000000	"U"	4	36	"48"	2	1	3	2	6	38	10.160300	3
123861	2	1	2006-07-25 00:00:00	0		421	2398	45	19	308	"Queensbury"	45	"F"	0	0	0	54	83783.000000	"M"	3	18	"24"	2	0	3	1	6	38	7.765670	2
123901	2	1	2006-07-20 00:00:00	1		183	2001	28	0	454	"Catburg"	28	"F"	0	0	0	54	83783.000000	"S"	4	13	"24"	2	1	0	25	6	38	31.636299	3
124039	2	1	2006-07-31 00:00:00	0		421	2855	36	7	219	"Kingsville"	36	"F"	0	0	0	54	83783.000000	"M"	4	39	"48"	2	0	3	1	6	38	7.685670	3
124042	2	1	2006-07-06 00:00:00	1		183	865	46	16	579	"Foxton"	46	"M"	0	0	0	54	83783.000000	"S"	4	7	"12"	2	1	2	23	6	38	30.145399	2
124066	2	1	2006-07-08 00:00:00	1		421	1032	31	6	154	"Ravensville"	31	"M"	0	0	0	54	83783.000000	"M"	4	6	"12"	2	1	5	3	6	38	12.653900	2
124069	2	1	2006-07-22 00:00:00	1		183	2159	48	15	1104	"Kingsville"	48	"M"	0	0	0	54	83783.000000	"U"	4	23	"36"	2	0	0	18	6	38	25.240801	3
124080	2	1	2006-07-05 00:00:00	1		183	759	59	31	415	"Kingsville"	59	"F"	0	0	0	54	83783.000000	"U"	3	18	"24"	2	0	0	12	6	38	18.614401	2
124084	2	1	2006-07-15 00:00:00	1		183	1604	48	15	417	"Foxton"	48	"F"	0	0	0	54	83783.000000	"U"	4	5	"12"	2	2	2	16	6	38	22.729700	2
124120	2	1	2006-07-06 00:00:00	1		183	867	36	8	470	"Princeton"	36	"M"	0	0	0	54	83783.000000	"U"	4	30	"36"	2	0	1	13	6	38	19.745199	3
124150	2	1	2006-07-22 00:00:00	0		183	2160	67	34	170	"Princeton"	67	"M"	0	0	0	54	83783.000000	"M"	3	7	"12"	2	1	1	1	6	38	7.783320	1
124198	1	1	2006-04-23 00:00:00	1	2006-04-23 00:00:00		147	40	10	169	"Catburg"	40	"M"	0	0	0	54	83783.000000	"S"	4	14	"24"	2	0	3	1	6	38	9.559000	3
124235	1	1	2006-04-27 00:00:00	1	2006-04-27 00:00:00		176	39	13	464	"Ravensville"	39	"M"	0	0	0	54	83783.000000	"U"	4	38	"48"	2	0	4	29	6	38	35.795898	2
124249	2	1	2006-07-16 00:00:00	1		183	1689	42	0	922	"Queensbury"	42	"F"	0	0	0	52	84062.000000	"S"	2	33	"36"	2	0	1	35	9	37	42.103001	2
124262	2	1	2006-07-23 00:00:00	0		421	2228	37	7	239	"Catburg"	37	"F"	0	0	0	65	84157.000000	"U"	7	5	"12"	0	0	3	2	6	27	10.285700	2
124348	2	1	2006-07-14 00:00:00	0		421	1533	51	20	166	"Princeton"	51	"F"	0	0	0	65	84157.000000	"M"	6	23	"24"	0	0	5	3	6	27	10.699300	2
124393	2	1	2006-07-11 00:00:00	0		421	1247	50	21	339	"Foxton"	50	"M"	0	0	0	65	84157.000000	"M"	6	27	"36"	0	1	2	1	6	27	9.139000	3
124403	1	1	2006-05-21 00:00:00	1	2006-05-21 00:00:00		381	47	22	278	"Foxton"	47	"M"	0	0	0	65	84157.000000	"S"	6	13	"24"	0	1	3	2	6	27	9.744670	1
124598	2	1	2006-07-14 00:00:00	0		421	1539	50	22	451	"Queensbury"	50	"M"	0	0	1	42	84215.000000	"S"	1	25	"36"	4	5	6	1	15	41	8.165670	1
124634	1	1	2006-05-28 00:00:00	1	2006-05-28 00:00:00		442	34	0	177	"Ravensville"	34	"M"	0	0	0	42	84215.000000	"S"	2	14	"24"	4	1	2	1	15	41	8.392330	3
124675	2	1	2006-07-24 00:00:00	0		183	2331	45	18	49	"Kingsville"	45	"F"	0	0	0	42	84215.000000	"S"	2	5	"12"	4	0	3	1	15	41	8.415670	2
124694	1	1	2006-05-06 00:00:00	1	2006-05-06 00:00:00		261	59	27	164	"Foxton"	59	"M"	0	0	0	42	84215.000000	"U"	1	8	"12"	4	1	4	1	15	41	9.125670	1
124729	2	1	2006-07-08 00:00:00	1		183	1033	54	25	471	"Kingsville"	54	"M"	0	0	0	42	84215.000000	"S"	1	12	"24"	4	0	0	26	15	41	32.670700	2
124742	2	1	2006-07-19 00:00:00	1		421	1914	35	5	129	"Kingsville"	35	"M"	0	0	0	42	84215.000000	"U"	2	37	"48"	4	4	2	1	15	41	7.829000	2
124768	2	1	2006-07-28 00:00:00	0		421	2635	52	25	2	"Kingsville"	52	"F"	0	0	0	42	84151.000000	"U"	1	0	"12"	4	2	0	1	21	36	7.201990	3
124818	2	1	2006-07-14 00:00:00	1		421	1527	35	3	94	"Ravensville"	35	"F"	0	0	0	42	84151.000000	"S"	2	17	"24"	4	0	3	1	21	36	10.022300	1
124917	2	1	2006-07-29 00:00:00	1		183	2694	35	5	229	"Kingsville"	35	"M"	0	0	0	42	84151.000000	"S"	2	15	"24"	4	0	2	17	21	36	23.759701	1
124995	2	1	2006-07-09 00:00:00	1		183	1085	22	0	476	"Kingsville"	22	"M"	0	0	0	34	84191.000000	"S"	5	28	"36"	6	4	6	14	13	51	20.675301	2
125068	2	1	2006-07-27 00:00:00	1		421	2545	41	12	260	"Kingsville"	41	"F"	0	0	0	34	84191.000000	"U"	5	32	"36"	6	2	3	2	13	51	8.893310	1
125162	2	1	2006-07-24 00:00:00	1		421	2320	34	5	134	"Kingsville"	34	"M"	0	0	0	65	84425.000000	"S"	2	12	"24"	0	0	3	2	12	22	8.733990	2
125179	2	1	2006-07-04 00:00:00	0		421	698	66	38	66	"Foxton"	66	"F"	0	0	0	65	84425.000000	"S"	1	16	"24"	0	1	2	1	12	22	9.930670	2
125188	2	1	2006-07-13 00:00:00	0		421	1413	37	7	94	"Catburg"	37	"F"	0	0	0	65	84425.000000	"M"	2	30	"36"	0	0	5	2	12	22	8.488990	1
125334	2	1	2006-07-12 00:00:00	0		183	1336	47	18	93	"Princeton"	47	"F"	0	0	0	65	84425.000000	"S"	2	26	"36"	0	0	3	1	12	22	10.689000	2
125416	2	1	2006-07-05 00:00:00	0		421	758	39	8	170	"Catburg"	39	"F"	0	0	0	44	84372.000000	"M"	7	12	"24"	4	1	3	2	12	42	13.219700	1
125510	2	1	2006-07-30 00:00:00	1		421	2788	39	7	67	"Catburg"	39	"M"	0	0	0	44	84372.000000	"S"	7	19	"24"	4	0	1	1	12	42	9.359000	2
125513	2	1	2006-07-20 00:00:00	1		421	1994	29	0	142	"Foxton"	29	"M"	0	0	0	44	84372.000000	"S"	7	26	"36"	4	1	5	3	12	42	11.895600	1
125515	2	1	2006-07-15 00:00:00	1		183	1601	31	4	182	"Ravensville"	31	"M"	0	0	0	44	84372.000000	"M"	7	39	"48"	4	0	5	10	12	42	17.909300	2
125541	2	1	2006-07-20 00:00:00	1		421	1995	41	13	87	"Queensbury"	41	"F"	0	0	0	44	84372.000000	"U"	7	5	"12"	4	3	2	2	12	42	9.478990	3
125557	1	1	2006-04-27 00:00:00	1	2006-04-27 00:00:00		177	46	22	177	"Kingsville"	46	"M"	0	0	0	44	84372.000000	"S"	6	8	"12"	4	1	2	1	12	42	9.425670	3
125629	2	1	2006-07-22 00:00:00	1		183	2185	38	10	305	"Foxton"	38	"F"	0	0	0	44	84372.000000	"S"	7	14	"24"	4	0	1	25	12	42	32.237598	3
125672	1	1	2006-05-13 00:00:00	1	2006-05-13 00:00:00		315	36	8	172	"Ravensville"	36	"M"	0	0	0	54	84477.000000	"S"	4	20	"24"	2	0	2	1	15	29	8.892330	3
125756	2	1	2006-07-30 00:00:00	1		183	2798	39	10	489	"Kingsville"	39	"F"	0	0	0	68	84913.000000	"U"	6	39	"48"	0	0	5	27	9	22	33.928200	2
125837	1	1	2006-04-30 00:00:00	1	2006-04-30 00:00:00		198	41	12	256	"Kingsville"	41	"M"	0	0	0	68	84913.000000	"M"	6	38	"48"	0	3	5	3	9	22	11.414600	3
125854	1	1	2006-04-12 00:00:00	1	2006-04-12 00:00:00		71	49	20	171	"Queensbury"	49	"M"	0	0	0	68	84913.000000	"S"	5	23	"24"	0	0	3	1	9	22	9.925670	1
125902	1	1	2006-05-26 00:00:00	1	2006-05-26 00:00:00		419	39	7	159	"Queensbury"	39	"F"	0	0	0	68	84913.000000	"M"	6	36	"48"	0	2	3	1	9	22	8.459000	2
125946	2	1	2006-07-08 00:00:00	1		183	1029	49	0	1099	"Ravensville"	49	"F"	0	0	0	68	84913.000000	"S"	6	28	"36"	0	0	2	45	9	22	52.147701	1
126017	2	1	2006-07-21 00:00:00	0		421	2057	38	9	49	"Kingsville"	38	"M"	0	0	0	68	84913.000000	"M"	6	16	"24"	0	1	2	1	9	22	12.282300	1
126019	2	1	2006-07-06 00:00:00	0		183	866	34	3	317	"Queensbury"	34	"M"	0	0	0	68	84913.000000	"M"	6	15	"24"	0	1	4	2	9	22	11.599000	3
126048	2	1	2006-07-15 00:00:00	1		183	1602	60	29	2424	"Kingsville"	60	"M"	0	0	1	48	85034.000000	"M"	3	32	"36"	3	1	1	15	8	43	24.197001	3
126070	2	1	2006-07-16 00:00:00	1		421	1687	28	0	94	"Princeton"	28	"M"	0	0	0	64	85339.000000	"S"	6	27	"36"	1	0	3	2	13	22	10.717300	1
126098	2	1	2006-07-30 00:00:00	1		183	2799	69	38	469	"Foxton"	69	"F"	0	0	0	38	85313.000000	"M"	4	22	"24"	5	0	5	15	13	47	21.984200	3
126139	2	1	2006-07-18 00:00:00	1		183	1843	29	0	792	"Queensbury"	29	"F"	0	0	0	70	85349.000000	"S"	4	30	"36"	0	0	2	8	4	24	15.286800	3
126181	2	1	2006-07-30 00:00:00	1		183	2801	32	2	473	"Princeton"	32	"M"	0	0	0	55	85304.000000	"M"	4	17	"24"	2	0	0	13	13	30	19.620501	3
126185	2	1	2006-07-03 00:00:00	1		183	613	34	0	1203	"Catburg"	34	"M"	0	0	0	55	85304.000000	"S"	4	14	"24"	2	0	1	29	13	30	36.278599	3
126218	2	1	2006-07-11 00:00:00	1		183	1246	44	15	481	"Catburg"	44	"F"	0	0	0	50	85328.000000	"S"	4	17	"24"	3	0	2	27	14	35	34.184399	3
126244	2	1	2006-07-15 00:00:00	1		183	1605	18	0	302	"Catburg"	18	"F"	0	0	0	42	85481.000000	"S"	4	29	"36"	4	2	4	19	14	42	25.625601	1
126265	2	1	2006-07-01 00:00:00	0		421	479	48	17	272	"Ravensville"	48	"F"	0	0	0	42	85481.000000	"U"	4	10	"12"	4	0	5	3	14	42	11.261000	1
126300	2	1	2006-07-10 00:00:00	1		421	1180	28	0	199	"Kingsville"	28	"M"	0	0	0	42	85481.000000	"S"	4	11	"24"	4	2	2	1	14	42	13.245700	2
126320	2	1	2006-07-13 00:00:00	1		183	1422	29	0	488	"Princeton"	29	"M"	0	0	0	42	85481.000000	"S"	4	17	"24"	4	1	0	25	14	42	31.709900	1
126350	2	1	2006-07-29 00:00:00	1		183	2693	39	10	699	"Queensbury"	39	"M"	0	0	0	42	85481.000000	"M"	4	23	"36"	4	1	5	12	14	42	19.225599	3
126413	2	1	2006-07-27 00:00:00	1		421	2546	32	0	489	"Princeton"	32	"F"	0	0	0	42	85481.000000	"S"	4	26	"36"	4	0	2	2	14	42	9.210660	2
126421	1	1	2006-05-07 00:00:00	1	2006-05-07 00:00:00		267	31	0	258	"Kingsville"	31	"M"	0	0	0	42	85481.000000	"S"	4	18	"24"	4	3	3	2	14	42	10.171300	3
126539	2	1	2006-07-27 00:00:00	0		421	2547	61	33	136	"Foxton"	61	"F"	0	0	0	62	85503.000000	"U"	3	20	"24"	1	2	1	1	12	24	9.195670	1
126634	2	1	2006-07-17 00:00:00	0		421	1756	51	23	362	"Queensbury"	51	"F"	0	0	0	40	85483.000000	"M"	5	40	"48"	5	4	3	1	13	46	12.029000	2
126645	2	1	2006-07-21 00:00:00	1		421	2063	34	8	158	"Queensbury"	34	"M"	0	0	0	40	85483.000000	"M"	6	28	"36"	5	0	2	1	13	46	9.115670	1
126650	2	1	2006-07-30 00:00:00	1		183	2803	62	31	746	"Catburg"	62	"F"	0	0	0	40	85483.000000	"U"	5	31	"36"	5	2	0	27	13	46	34.111099	3
126659	2	1	2006-07-14 00:00:00	0		183	1535	57	32	161	"Queensbury"	57	"M"	0	0	0	40	85483.000000	"S"	5	22	"24"	5	0	4	2	13	46	11.682300	3
126758	2	1	2006-07-18 00:00:00	0		421	1844	53	22	252	"Princeton"	53	"F"	0	0	0	40	85483.000000	"M"	5	21	"24"	5	1	4	3	13	46	10.752000	1
126814	2	1	2006-07-09 00:00:00	1		183	1083	53	26	464	"Catburg"	53	"F"	0	0	0	40	85483.000000	"M"	5	18	"24"	5	1	2	25	13	46	31.616899	1
126826	2	1	2006-07-26 00:00:00	1		421	2493	40	10	262	"Ravensville"	40	"M"	0	0	0	51	85526.000000	"U"	6	19	"24"	3	3	4	3	13	35	12.477300	1
126848	1	1	2006-05-11 00:00:00	1	2006-05-11 00:00:00		301	47	20	171	"Catburg"	47	"F"	0	0	0	51	85526.000000	"M"	5	19	"24"	3	3	2	1	13	35	8.959000	2
126878	2	1	2006-07-15 00:00:00	0		183	1600	44	12	135	"Princeton"	44	"M"	0	0	0	51	85526.000000	"M"	6	14	"24"	3	3	6	3	13	35	11.056300	1
126885	2	1	2006-07-18 00:00:00	1		183	1837	40	8	606	"Queensbury"	40	"M"	0	0	0	51	85526.000000	"U"	6	33	"36"	3	0	4	13	13	35	19.878700	1
126966	1	1	2006-04-12 00:00:00	1	2006-04-12 00:00:00		69	40	8	731	"Catburg"	40	"M"	0	0	0	51	85526.000000	"M"	6	14	"24"	3	0	1	21	13	35	28.049200	1
126977	2	1	2006-07-21 00:00:00	0		183	2056	50	19	52	"Kingsville"	50	"M"	0	0	0	51	85526.000000	"S"	5	10	"12"	3	0	2	2	13	35	10.583300	3
127039	2	1	2006-07-05 00:00:00	1		183	756	39	11	608	"Princeton"	39	"M"	0	0	0	45	85832.000000	"M"	3	21	"24"	4	4	4	11	16	38	18.028700	3
127104	2	1	2006-07-23 00:00:00	1		421	2231	43	15	29	"Kingsville"	43	"M"	0	0	0	45	85832.000000	"S"	3	38	"48"	4	0	3	3	16	38	9.825970	2
127144	2	1	2006-07-12 00:00:00	1		183	1337	43	14	382	"Queensbury"	43	"M"	0	0	1	45	85832.000000	"U"	3	32	"36"	4	4	3	17	16	38	23.633400	3
127150	1	1	2006-04-24 00:00:00	1	2006-04-24 00:00:00		148	36	3	167	"Queensbury"	36	"F"	0	0	0	45	85832.000000	"M"	3	11	"24"	4	0	2	1	16	38	9.525670	3
127195	2	1	2006-07-24 00:00:00	1		183	2322	15	0	701	"Foxton"	15	"F"	0	0	0	45	85832.000000	"S"	3	30	"36"	4	2	4	17	16	38	24.697500	2
127196	2	1	2006-07-27 00:00:00	1		421	2554	19	0	249	"Kingsville"	19	"F"	0	0	0	45	85832.000000	"S"	3	12	"24"	4	1	2	1	16	38	9.349000	2
127198	2	1	2006-07-09 00:00:00	1		421	1082	38	10	26	"Princeton"	38	"F"	0	0	0	45	85832.000000	"U"	3	14	"24"	4	0	0	3	16	38	13.025000	3
127205	2	1	2006-07-15 00:00:00	1		183	1599	50	20	594	"Kingsville"	50	"F"	0	0	0	45	85832.000000	"S"	2	30	"36"	4	0	1	16	16	38	22.893900	2
127213	1	1	2006-04-11 00:00:00	1	2006-04-11 00:00:00		66	50	19	247	"Catburg"	50	"F"	0	0	0	45	85832.000000	"U"	2	34	"36"	4	1	4	2	16	38	11.018000	1
127218	2	1	2006-07-24 00:00:00	0		421	2325	78	46	221	"Catburg"	78	"F"	0	0	0	45	85832.000000	"M"	2	37	"48"	4	2	4	2	16	38	10.626300	1
127219	2	1	2006-07-18 00:00:00	1		183	1842	61	32	551	"Ravensville"	61	"M"	0	0	0	45	85832.000000	"U"	2	38	"48"	4	1	6	9	16	38	16.517099	1
127225	2	1	2006-07-12 00:00:00	1		183	1334	17	0	765	"Kingsville"	17	"F"	0	0	0	45	85832.000000	"S"	3	29	"36"	4	2	5	30	16	38	37.197601	1
127228	2	1	2006-07-23 00:00:00	1		421	2227	25	0	144	"Kingsville"	25	"M"	0	0	0	45	85832.000000	"S"	3	27	"36"	4	3	4	3	16	38	9.710650	2
127235	1	1	2006-04-18 00:00:00	1	2006-04-18 00:00:00		104	19	0	174	"Ravensville"	19	"F"	0	0	0	45	85832.000000	"S"	3	31	"36"	4	0	2	1	16	38	9.725670	1
127252	2	1	2006-07-22 00:00:00	0		421	2168	49	24	128	"Catburg"	49	"F"	0	0	0	45	85832.000000	"U"	2	29	"36"	4	3	2	1	16	38	9.252330	2
127272	2	1	2006-07-07 00:00:00	1		183	937	35	6	755	"Princeton"	35	"F"	0	0	0	45	85832.000000	"S"	3	23	"36"	4	0	2	18	16	38	25.492500	3
127305	1	1	2006-04-29 00:00:00	1	2006-04-29 00:00:00		195	37	3	159	"Kingsville"	37	"M"	0	0	0	45	85832.000000	"M"	3	19	"24"	4	3	1	1	16	38	9.359000	1
127355	1	1	2006-05-14 00:00:00	1	2006-05-14 00:00:00		318	36	6	338	"Princeton"	36	"F"	0	0	0	68	85824.000000	"S"	3	37	"48"	0	0	2	2	4	27	10.038000	1
127488	2	1	2006-07-30 00:00:00	1		183	2796	55	28	361	"Foxton"	55	"M"	0	0	0	68	85824.000000	"M"	2	34	"36"	0	3	1	9	4	27	15.758300	1
127551	1	1	2006-04-20 00:00:00	1	2006-04-20 00:00:00		122	52	24	175	"Kingsville"	52	"F"	0	0	0	68	85824.000000	"M"	2	6	"12"	0	3	4	1	4	27	9.659000	1
127574	2	1	2006-07-06 00:00:00	1		421	863	17	0	207	"Foxton"	17	"M"	0	0	0	68	85824.000000	"S"	3	5	"12"	0	0	2	1	4	27	7.855670	2
127630	2	1	2006-07-21 00:00:00	1		421	2053	20	0	109	"Princeton"	20	"M"	0	0	0	68	85824.000000	"S"	3	20	"24"	0	0	1	1	4	27	7.775670	2
127643	1	1	2006-04-20 00:00:00	1	2006-04-20 00:00:00		120	32	7	289	"Kingsville"	32	"F"	0	0	0	62	86004.000000	"M"	3	30	"36"	1	2	4	3	7	29	11.033700	1
127683	2	1	2006-07-17 00:00:00	1		421	1755	37	8	95	"Catburg"	37	"M"	0	0	0	47	86420.000000	"U"	6	17	"24"	3	2	5	3	13	39	10.452600	2
127712	2	1	2006-07-17 00:00:00	1		421	1751	19	0	215	"Ravensville"	19	"M"	0	0	0	47	86420.000000	"S"	6	13	"24"	3	0	4	3	13	39	11.248300	1
127725	2	1	2006-07-20 00:00:00	1		183	1988	41	18	567	"Kingsville"	41	"M"	0	0	0	47	86420.000000	"U"	6	12	"24"	3	1	6	22	13	39	28.866800	3
127728	1	1	2006-05-04 00:00:00	1	2006-05-04 00:00:00		243	43	12	187	"Princeton"	43	"M"	0	0	0	47	86420.000000	"U"	6	30	"36"	3	0	3	2	13	39	10.204800	1
127765	2	1	2006-07-02 00:00:00	1		183	550	20	0	492	"Princeton"	20	"F"	0	0	0	47	86420.000000	"S"	6	6	"12"	3	1	3	24	13	39	31.180099	2
127848	2	1	2006-07-13 00:00:00	1		421	1417	35	3	84	"Foxton"	35	"M"	0	0	0	67	86499.000000	"S"	7	19	"24"	0	3	5	3	10	22	10.241600	3
127849	2	1	2006-07-30 00:00:00	1		421	2794	29	0	280	"Catburg"	29	"M"	0	0	0	67	86499.000000	"S"	7	37	"48"	0	1	4	3	10	22	10.559000	2
127859	2	1	2006-07-14 00:00:00	0		183	1519	44	19	75	"Queensbury"	44	"F"	0	0	0	67	86499.000000	"S"	6	21	"24"	0	0	4	3	10	22	10.236600	2
127929	2	1	2006-07-07 00:00:00	0		183	941	43	13	269	"Kingsville"	43	"F"	0	0	0	67	86499.000000	"M"	7	32	"36"	0	2	3	1	10	22	13.349000	1
127930	2	1	2006-07-19 00:00:00	1		183	1911	59	26	39	"Catburg"	59	"F"	0	0	0	67	86499.000000	"S"	6	6	"12"	0	0	3	8	10	22	14.334400	1
127939	2	1	2006-07-10 00:00:00	1		421	1176	17	0	250	"Kingsville"	17	"M"	0	0	0	67	86499.000000	"S"	7	14	"24"	0	3	5	3	10	22	9.737990	1
127960	2	1	2006-07-12 00:00:00	1		421	1332	32	4	164	"Ravensville"	32	"M"	0	0	0	67	86499.000000	"U"	7	6	"12"	0	0	4	3	10	22	10.990300	1
128026	2	1	2006-07-26 00:00:00	1		421	2494	30	1	114	"Princeton"	30	"M"	0	0	0	67	86499.000000	"M"	7	31	"36"	0	0	2	2	10	22	9.565620	1
128043	2	1	2006-07-02 00:00:00	1		183	547	39	9	927	"Foxton"	39	"F"	0	0	0	67	86499.000000	"U"	7	34	"36"	0	0	0	14	10	22	21.293501	1
128090	2	1	2006-07-10 00:00:00	1		421	1171	29	0	305	"Queensbury"	29	"M"	0	0	0	66	86498.000000	"S"	7	15	"24"	0	2	4	1	11	22	9.265670	2
128093	2	1	2006-07-27 00:00:00	1		183	2557	35	0	457	"Queensbury"	35	"M"	0	0	1	66	86498.000000	"S"	7	6	"12"	0	0	4	21	11	22	28.248600	2
128146	1	1	2006-05-11 00:00:00	1	2006-05-11 00:00:00		300	23	0	354	"Foxton"	23	"F"	0	0	0	66	86498.000000	"S"	7	24	"36"	0	2	5	3	11	22	11.143000	1
128160	2	1	2006-07-04 00:00:00	1		183	689	41	0	1058	"Catburg"	41	"F"	0	0	0	66	86498.000000	"S"	7	33	"36"	0	0	4	15	11	22	22.393101	1
128169	2	1	2006-07-26 00:00:00	1		421	2487	34	4	120	"Ravensville"	34	"M"	0	0	0	66	86498.000000	"U"	7	7	"12"	0	0	3	1	11	22	9.719990	3
128177	2	1	2006-07-27 00:00:00	1		183	2556	39	14	213	"Kingsville"	39	"M"	0	0	0	66	86498.000000	"M"	7	7	"12"	0	1	0	20	11	22	26.945601	1
128181	2	1	2006-07-03 00:00:00	1		183	614	33	2	458	"Kingsville"	33	"M"	0	0	0	66	86498.000000	"S"	7	28	"36"	0	1	3	10	11	22	17.090700	1
128198	2	1	2006-07-25 00:00:00	1		183	2403	24	0	334	"Queensbury"	24	"F"	0	0	0	66	86498.000000	"S"	7	21	"24"	0	1	3	12	11	22	19.358999	3
128200	2	1	2006-07-05 00:00:00	0		183	767	37	3	148	"Ravensville"	37	"F"	0	0	0	66	86498.000000	"S"	7	39	"48"	0	2	5	2	11	22	12.538000	2
128202	2	1	2006-07-03 00:00:00	1		421	609	26	0	329	"Ravensville"	26	"F"	0	0	0	66	86498.000000	"S"	7	26	"36"	0	0	2	1	11	22	8.529000	1
128256	2	1	2006-07-10 00:00:00	1		183	1170	44	12	559	"Ravensville"	44	"F"	0	0	0	66	86498.000000	"U"	7	9	"12"	0	2	1	22	11	22	28.841801	1
128341	2	1	2006-07-26 00:00:00	1		421	2486	16	0	311	"Queensbury"	16	"F"	0	0	0	49	86857.000000	"S"	3	10	"12"	3	3	6	3	14	35	10.540300	3
128445	1	1	2006-05-22 00:00:00	1	2006-05-22 00:00:00		385	25	0	438	"Kingsville"	25	"F"	0	0	0	49	86857.000000	"S"	3	33	"36"	3	2	0	21	14	35	28.245600	3
128507	1	1	2006-05-02 00:00:00	1	2006-05-02 00:00:00		223	30	3	442	"Foxton"	30	"F"	0	0	0	49	86857.000000	"U"	3	34	"36"	3	3	4	17	14	35	23.657000	1
128589	1	1	2006-04-01 00:00:00	1	2006-04-01 00:00:00		9	44	11	163	"Ravensville"	44	"F"	0	0	0	49	86857.000000	"S"	3	36	"48"	3	0	4	1	14	35	10.292300	2
128636	2	1	2006-07-07 00:00:00	0		421	942	45	18	43	"Queensbury"	45	"M"	0	0	0	53	87110.000000	"U"	2	19	"24"	2	1	2	1	14	31	10.506600	1
128687	2	1	2006-07-08 00:00:00	0		421	1023	37	1	74	"Kingsville"	37	"M"	0	0	0	53	87110.000000	"M"	2	37	"48"	2	3	3	2	14	31	9.271490	2
